id,company,category,method,question,answer,judge_score,judge_reason,pass,company_accuracy,avg_chunk_score,correct_chunks,retrieval_time,rerank_time,generation_time,total_time
648,Nvidia,business_facts,vectorless,Which company did NVIDIA acquire in 2020 that expanded its offerings to include networking?,The company NVIDIA acquired in 2020 that expanded its offerings to include networking is Mellanox. This information is explicitly stated in NVIDIA's 10-K report.,5,Explicitly stated in NVIDIA's 10-K report.,True,1.0,0.2043,5,0.0387,3.7366,1.3301,5.1054
648,Nvidia,business_facts,hybrid,Which company did NVIDIA acquire in 2020 that expanded its offerings to include networking?,The company NVIDIA acquired in 2020 that expanded its offerings to include networking is Mellanox. This information is explicitly stated in NVIDIA's 10-K report.,5,Exact match with source context.,True,1.0,0.2564,5,4.5987,4.0513,1.3302,5.9289
649,Nvidia,business_facts,vector,What is the name of the autonomous driving platform solution offered by NVIDIA?,"The autonomous driving platform solution offered by NVIDIA is called **NVIDIA DRIVE**.

This information refers to NVIDIA.",5,Exact match in context.,True,1.0,0.2359,5,4.0242,0.0,0.8176,4.8418
649,Nvidia,business_facts,vectorless,What is the name of the autonomous driving platform solution offered by NVIDIA?,"The autonomous driving platform solution offered by NVIDIA is called **DRIVE Hyperion**.

This information refers to NVIDIA.",5,Exact match in context.,True,1.0,0.3263,5,0.039,3.3888,0.7202,4.148
649,Nvidia,business_facts,hybrid,What is the name of the autonomous driving platform solution offered by NVIDIA?,"The autonomous driving platform solution offered by **NVIDIA** is called **NVIDIA DRIVE**. This includes components like DRIVE OS, DRIVE software platform, and reference sensor sets for autonomous driving, mapping, and parking services.",5,Exact match in context.,True,1.0,0.2027,5,4.2624,3.7334,0.8207,5.0831
650,Nvidia,business_facts,vector,What specific AI model won the ImageNet computer image recognition competition in 2012 using NVIDIA GPUs?,The specific AI model that won the ImageNet computer image recognition competition in 2012 using NVIDIA GPUs was **AlexNet**. This information refers to NVIDIA.,5,Exact match with Source 1 context.,True,1.0,0.2349,5,4.263,0.0,3.8969,8.1599
650,Nvidia,business_facts,vectorless,What specific AI model won the ImageNet computer image recognition competition in 2012 using NVIDIA GPUs?,"The specific AI model that won the ImageNet computer image recognition competition in 2012 using NVIDIA GPUs was **AlexNet**.

This information refers to **NVIDIA**.",5,Exact match with Source 1 context.,True,1.0,0.2347,5,0.0404,5.4082,0.9756,6.4242
650,Nvidia,business_facts,hybrid,What specific AI model won the ImageNet computer image recognition competition in 2012 using NVIDIA GPUs?,The specific AI model that won the ImageNet computer image recognition competition in 2012 using NVIDIA GPUs was **AlexNet**. This information refers to NVIDIA.,5,Exact match with Source 1 context.,True,1.0,0.252,5,5.9707,5.4316,1.2823,7.253
651,Nvidia,capital_allocation,vector,How much cash was paid for dividends to shareholders in fiscal year 2026?,"For NVIDIA, the cash paid for dividends to shareholders in fiscal year 2026 was **$974 million**. This figure is explicitly stated in the provided context (Sources 1, 2, and 3).",5,Exact figure supported by multiple sources.,True,0.8,0.7939,4,7.3019,0.0,1.0644,8.3663
651,Nvidia,capital_allocation,vectorless,How much cash was paid for dividends to shareholders in fiscal year 2026?,"For NVIDIA, the cash paid for dividends to shareholders in fiscal year 2026 was **$974 million**. This information was not found in the retrieved sections for Microsoft or ASUS.",5,Exact figure supported by multiple sources,True,0.6,0.7232,3,0.4486,5.3547,1.0982,6.9015
651,Nvidia,capital_allocation,hybrid,How much cash was paid for dividends to shareholders in fiscal year 2026?,"For NVIDIA, the cash paid for dividends to shareholders in fiscal year 2026 was **$974 million**. This information was not found for Microsoft in the retrieved sections.",5,Exact figure supported by multiple sources.,True,0.8,0.8012,4,7.3878,6.6118,0.9356,8.3234
652,Nvidia,capital_allocation,vector,How much did NVIDIA spend on repurchasing shares of its common stock in fiscal year 2026?,This information was not found in the retrieved sections.,5,Information not present in provided context,True,1.0,0.0505,5,8.6174,0.0,0.6697,9.2871
652,Nvidia,capital_allocation,vectorless,How much did NVIDIA spend on repurchasing shares of its common stock in fiscal year 2026?,"NVIDIA spent **$40.4 billion** on repurchasing shares of its common stock in fiscal year 2026. This is explicitly stated in the context from NVIDIA's financial report (Source 1, Page 33 and Source 3, Page 76).",5,Exact figure supported by context.,True,1.0,0.4776,5,0.0521,7.6837,0.9905,8.7263
652,Nvidia,capital_allocation,hybrid,How much did NVIDIA spend on repurchasing shares of its common stock in fiscal year 2026?,NVIDIA spent **$40.4 billion** on repurchasing shares of its common stock in fiscal year 2026. This is explicitly stated in the retrieved sections from NVIDIA's 10-K report.,5,Exact figure supported by context,True,1.0,0.3805,5,8.1108,7.3787,1.279,9.3898
653,Nvidia,capital_allocation,vector,"What was the total amount of cash, cash equivalents, and marketable securities as of January 25, 2026?","For NVIDIA, as of January 25, 2026, the total amount of cash, cash equivalents, and marketable securities was **$62.556 billion** (or $62,556 million), as stated in Source 2. This aligns with the approximate figure of **$62.6 billion** mentioned in Source 1.",5,"Exact figure from Source 2, corroborated by Source 1.",True,0.6,0.985,3,7.3382,0.0,1.4741,8.8123
653,Nvidia,capital_allocation,vectorless,"What was the total amount of cash, cash equivalents, and marketable securities as of January 25, 2026?","For **NVIDIA**, as of January 25, 2026, the total amount of cash, cash equivalents, and marketable securities was **$62.556 billion** (or **$62.6 billion** as rounded in the text).",5,"Exact figure from NVIDIA's 10-K, supported by context.",True,0.4,0.9682,2,0.4626,6.4363,1.7865,8.6854
653,Nvidia,capital_allocation,hybrid,"What was the total amount of cash, cash equivalents, and marketable securities as of January 25, 2026?","For NVIDIA, as of January 25, 2026, the total amount of cash, cash equivalents, and marketable securities was **$62.6 billion** (or **$62,556 million** as per the detailed table).

This information was not found for Amazon or The Coca-Cola Company in the retrieved sections.",5,Exact figures supported by NVIDIA's 10-K context.,True,0.6,0.985,3,7.2665,6.4619,3.4256,10.6921
654,Nvidia,capital_allocation,vector,"How much did the Board of Directors approve as an additional share repurchase authorization on August 26, 2025?","The Board of Directors of **NVIDIA** approved an additional **$60.0 billion** in share repurchase authorization on August 26, 2025. This authorization has no expiration date.",5,Exact figure and date from context.,True,0.6,0.9729,3,4.6413,0.0,0.8089,5.4502
654,Nvidia,capital_allocation,vectorless,"How much did the Board of Directors approve as an additional share repurchase authorization on August 26, 2025?","The Board of Directors of **NVIDIA** approved an additional **$60.0 billion** in share repurchase authorization on August 26, 2025.",5,Exact figure and company match context.,True,0.6,0.9729,3,0.4597,4.3341,1.0373,5.8311
654,Nvidia,capital_allocation,hybrid,"How much did the Board of Directors approve as an additional share repurchase authorization on August 26, 2025?","The Board of Directors of **NVIDIA** approved an additional **$60.0 billion** in share repurchase authorization on August 26, 2025.",5,Exact figure and company match context.,True,0.6,0.9729,3,5.0139,4.2026,1.2479,6.2618
655,Nvidia,capital_allocation,vector,How much cash was used in investing activities in fiscal year 2026?,This information was not found in the retrieved sections.,5,Answer matches NVIDIA's 2026 investing cash outflow of $52.228B.,True,0.2,0.9644,1,5.8537,0.0,0.7762,6.6299
655,Nvidia,capital_allocation,vectorless,How much cash was used in investing activities in fiscal year 2026?,This information was not found in the retrieved sections.,2,"NVIDIA data shows $52,228M used in 2026",False,0.2,0.9171,1,2.5301,6.2683,0.6825,9.4809
655,Nvidia,capital_allocation,hybrid,How much cash was used in investing activities in fiscal year 2026?,This information was not found in the retrieved sections.,5,Answer matches NVIDIA's 2026 investing cash outflow of $52.228B.,True,0.2,0.9679,1,6.5507,5.6856,1.0238,7.5745
656,Nvidia,capital_allocation,vector,How much cash was used in financing activities during fiscal year 2026?,This information was not found in the retrieved sections.,5,No 2026 data provided in context,True,0.2,0.9378,1,5.8219,0.0,0.936,6.7579
656,Nvidia,capital_allocation,vectorless,How much cash was used in financing activities during fiscal year 2026?,This information was not found in the retrieved sections.,5,No data for fiscal year 2026 provided.,True,0.2,0.9425,1,0.4635,5.8722,0.6534,6.9891
656,Nvidia,capital_allocation,hybrid,How much cash was used in financing activities during fiscal year 2026?,This information was not found in the retrieved sections.,5,No 2026 data provided in context,True,0.0,0.9349,0,6.6912,5.9419,0.6925,7.3837
657,Nvidia,capital_allocation,vector,What was the total amount of capital expenditures during fiscal year 2026?,"For NVIDIA, the total amount of capital expenditures during fiscal year 2026 was $6.1 billion. This information was not found in the retrieved sections for The Coca-Cola Company.",5,Exact figure supported by NVIDIA context.,True,0.8,0.7926,4,6.4615,0.0,0.9158,7.3773
657,Nvidia,capital_allocation,vectorless,What was the total amount of capital expenditures during fiscal year 2026?,The total amount of capital expenditures during fiscal year 2026 for NVIDIA was $6.1 billion. This information was not found in the retrieved sections for The Coca-Cola Company or RELIANCE.,5,Exact figure supported by NVIDIA context.,True,0.4,0.2065,2,0.4635,6.303,1.8343,8.6008
657,Nvidia,capital_allocation,hybrid,What was the total amount of capital expenditures during fiscal year 2026?,"For **NVIDIA**, the total amount of capital expenditures during fiscal year 2026 was **$6.1 billion**. This information was explicitly stated in Source 2.",5,Exact figure from Source 2.,True,0.8,0.7004,4,7.309,6.4684,1.2524,8.5614
658,Nvidia,capital_allocation,vector,"What was the total consideration for the non-exclusive license agreement with Groq, Inc.?","This information was not found in the retrieved sections. The context only states that NVIDIA entered into a non-exclusive license agreement with Groq, Inc. in December 2025 and that it required significant, nonrefundable payments, but no total consideration amount is provided.",5,Context does not disclose total consideration.,True,0.8,0.1996,4,6.3633,0.0,0.9696,7.3329
658,Nvidia,capital_allocation,vectorless,"What was the total consideration for the non-exclusive license agreement with Groq, Inc.?","This information was not found in the retrieved sections. The context only states that NVIDIA entered into a non-exclusive license agreement with Groq, Inc. and that it required significant, nonrefundable payments, but no total consideration amount is provided.",5,No total consideration amount provided in context.,True,0.6,0.2739,3,0.4703,5.2523,1.0007,6.7233
658,Nvidia,capital_allocation,hybrid,"What was the total consideration for the non-exclusive license agreement with Groq, Inc.?","This information was not found in the retrieved sections. The context for NVIDIA mentions the non-exclusive license agreement with Groq, Inc. but does not specify the total consideration.",5,Context does not disclose total consideration.,True,0.6,0.2739,3,6.9731,6.1192,1.2015,8.1746
659,Nvidia,capital_allocation,vector,How much did NVIDIA invest in private companies and infrastructure funds primarily to support early-stage startups in fiscal year 2026?,This information was not found in the retrieved sections.,5,Information not found in provided context,True,1.0,0.025,5,7.1171,0.0,0.6836,7.8007
659,Nvidia,capital_allocation,vectorless,How much did NVIDIA invest in private companies and infrastructure funds primarily to support early-stage startups in fiscal year 2026?,"NVIDIA invested **$17.5 billion** in private companies and infrastructure funds, primarily to support early-stage startups. This information is explicitly stated in the context from NVIDIA's financial report.",5,Exact figure from context.,True,1.0,0.2076,5,0.0419,4.5277,0.8632,5.4328
659,Nvidia,capital_allocation,hybrid,How much did NVIDIA invest in private companies and infrastructure funds primarily to support early-stage startups in fiscal year 2026?,"This information was not found in the retrieved sections. The context only mentions that NVIDIA provided $3.5 billion in land, power, and shell guarantees to early-stage companies, but does not specify investments in private companies or infrastructure funds.",3,"Partial info on guarantees, not investments",True,1.0,0.0294,5,9.6941,8.8421,0.9901,10.6842
660,Nvidia,capital_allocation,vector,"How much cash was paid for income taxes, net, in fiscal year 2026 according to the supplemental disclosures of cash flow information?","For NVIDIA, the cash paid for income taxes, net, in fiscal year 2026 was **$20,288 million**, as stated in the supplemental disclosures of cash flow information on Page 55.",5,Exact figure from NVIDIA's 10-K.,True,0.6,0.9013,3,6.7428,0.0,2.173,8.9158
660,Nvidia,capital_allocation,vectorless,"How much cash was paid for income taxes, net, in fiscal year 2026 according to the supplemental disclosures of cash flow information?","This information was not found in the retrieved sections. The context for NVIDIA does not provide the cash paid for income taxes, net, for fiscal year 2026.",5,Correctly identified missing 2026 data in context.,True,0.4,0.5624,2,0.5074,7.0757,0.8851,8.4682
660,Nvidia,capital_allocation,hybrid,"How much cash was paid for income taxes, net, in fiscal year 2026 according to the supplemental disclosures of cash flow information?","This information was not found in the retrieved sections. The context only provides NVIDIA's cash paid for income taxes for earlier years ($20.288B, $15.118B, $6.549B) and Amazon's for 2023–2025, but no 2026 data.",5,No 2026 data found in context.,True,0.4,0.7987,2,7.4528,6.6265,1.2953,8.7481
661,Nvidia,governance_and_corporate_structure,vector,Who is the President and Chief Executive Officer of NVIDIA?,The President and Chief Executive Officer of NVIDIA is Jen-Hsun Huang. This is stated in Source 1 and Source 3 of the provided context.,5,Correct and supported by multiple sources.,True,1.0,0.6418,5,4.0183,0.0,1.1096,5.1279
661,Nvidia,governance_and_corporate_structure,vectorless,Who is the President and Chief Executive Officer of NVIDIA?,"The President and Chief Executive Officer of NVIDIA is Jen-Hsun Huang. This is explicitly stated in multiple sections of the provided context, including Source 1, Source 2, Source 3, and Source 5.",5,Explicitly stated in multiple sources.,True,1.0,0.6333,5,0.0391,4.4798,1.43,5.9489
661,Nvidia,governance_and_corporate_structure,hybrid,Who is the President and Chief Executive Officer of NVIDIA?,The President and Chief Executive Officer of NVIDIA is Jen-Hsun Huang. This is stated in Source 1 and Source 3 of the provided context.,5,Correct and supported by multiple sources.,True,1.0,0.6418,5,4.8668,4.348,0.9663,5.8331
662,Nvidia,governance_and_corporate_structure,vector,Who serves as the Executive Vice President and Chief Financial Officer of NVIDIA?,The Executive Vice President and Chief Financial Officer of NVIDIA is **Colette M. Kress**. This is stated in Source 1 and Source 2 of the provided context.,5,Correct and supported by context.,True,1.0,0.5644,5,6.4052,0.0,1.1855,7.5907
662,Nvidia,governance_and_corporate_structure,vectorless,Who serves as the Executive Vice President and Chief Financial Officer of NVIDIA?,"The Executive Vice President and Chief Financial Officer of NVIDIA is **Colette M. Kress**.

This is explicitly stated in Source 1, Source 2, and Source 3 of the provided context.",5,Explicitly stated in multiple sources.,True,1.0,0.4428,5,0.0406,4.392,1.8822,6.3148
662,Nvidia,governance_and_corporate_structure,hybrid,Who serves as the Executive Vice President and Chief Financial Officer of NVIDIA?,The Executive Vice President and Chief Financial Officer of NVIDIA is **Colette M. Kress**. This is stated in Source 1 (Page 93) and Source 5 (Page 11) of NVIDIA's financial report.,5,Correct and supported by sources.,True,1.0,0.5704,5,5.0056,4.4391,4.1006,9.1062
663,Nvidia,governance_and_corporate_structure,vector,What is the trading symbol for NVIDIAs common stock on the Nasdaq?,The trading symbol for NVIDIA's common stock on the Nasdaq Global Select Market is **NVDA**. This information is explicitly stated in both Source 1 and Source 2 of the provided context.,5,Exact match with context.,True,1.0,0.0833,5,6.2579,0.0,0.8119,7.0698
663,Nvidia,governance_and_corporate_structure,vectorless,What is the trading symbol for NVIDIAs common stock on the Nasdaq?,The trading symbol for NVIDIA's common stock on the Nasdaq Global Select Market is **NVDA**. This information refers to NVIDIA.,5,Correct and specific to NVIDIA.,True,0.2,0.3327,1,0.4454,4.6963,1.0987,6.2404
663,Nvidia,governance_and_corporate_structure,hybrid,What is the trading symbol for NVIDIAs common stock on the Nasdaq?,The trading symbol for NVIDIA's common stock on the Nasdaq Global Select Market is **NVDA**. This information refers to NVIDIA.,5,Correct and specific to NVIDIA.,True,0.2,0.3327,1,8.3844,6.228,1.1206,9.505
664,Nvidia,governance_and_corporate_structure,vector,Who is the Executive Vice President and General Counsel of NVIDIA?,"The Executive Vice President, General Counsel and Secretary of NVIDIA is **Timothy S. Teter**. He joined NVIDIA in 2017 as Senior Vice President, General Counsel and Secretary and became Executive Vice President in February 2018.",5,Exact match with source context.,True,1.0,0.4963,5,4.0662,0.0,1.0151,5.0813
664,Nvidia,governance_and_corporate_structure,vectorless,Who is the Executive Vice President and General Counsel of NVIDIA?,"The Executive Vice President and General Counsel of NVIDIA is **Timothy S. Teter**. He joined NVIDIA in 2017 as Senior Vice President, General Counsel and Secretary and became Executive Vice President, General Counsel and Secretary in February 2018.",5,Exact match with source 1.,True,1.0,0.4852,5,0.0382,4.602,1.712,6.3522
664,Nvidia,governance_and_corporate_structure,hybrid,Who is the Executive Vice President and General Counsel of NVIDIA?,"The Executive Vice President and General Counsel of NVIDIA is **Timothy S. Teter**. He joined NVIDIA in 2017 as Senior Vice President, General Counsel and Secretary and became Executive Vice President, General Counsel and Secretary in February 2018.",5,Exact match with source 1.,True,1.0,0.5175,5,5.0137,4.4888,1.2026,6.2163
665,Nvidia,governance_and_corporate_structure,vector,In what state is NVIDIA incorporated as of 1998?,NVIDIA was reincorporated in Delaware in April 1998. This information refers to NVIDIA Corporation.,5,Exact match with context.,True,1.0,0.6564,5,3.9931,0.0,0.8203,4.8134
665,Nvidia,governance_and_corporate_structure,vectorless,In what state is NVIDIA incorporated as of 1998?,NVIDIA was reincorporated in Delaware in April 1998. This information refers to NVIDIA Corporation.,5,Exact match with context.,True,1.0,0.5988,5,0.037,3.4641,0.6912,4.1923
665,Nvidia,governance_and_corporate_structure,hybrid,In what state is NVIDIA incorporated as of 1998?,NVIDIA was reincorporated in Delaware in April 1998. This information refers to NVIDIA Corporation.,5,Exact match with context.,True,1.0,0.648,5,4.3166,3.8095,0.9844,5.301
666,Nvidia,governance_and_corporate_structure,vector,Who serves as the Vice President and Chief Accounting Officer?,"For **NVIDIA**, the Vice President and Chief Accounting Officer is **Donald Robertson** (as of February 25, 2026).",5,Exact match with NVIDIA context.,True,0.2,0.6824,1,6.2157,0.0,1.2786,7.4943
666,Nvidia,governance_and_corporate_structure,vectorless,Who serves as the Vice President and Chief Accounting Officer?,"For **NVIDIA**, the Vice President and Chief Accounting Officer is **Donald Robertson** (as of February 25, 2026).

For **Microsoft**, the Corporate Vice President and Chief Accounting Officer is **Alice L. Jolla**.

For **Amazon**, the Vice President, Worldwide Controller, and Principal Accounting Officer is **Shelley L. Reynolds**.",5,Exact match with context.,True,0.2,0.6336,1,0.4457,5.4033,1.1325,6.9815
666,Nvidia,governance_and_corporate_structure,hybrid,Who serves as the Vice President and Chief Accounting Officer?,"For **NVIDIA**, the Vice President and Chief Accounting Officer is **Donald Robertson**, as stated in Source 1.",5,Exact match from Source 1.,True,0.2,0.6824,1,6.6387,5.9078,0.7946,7.4333
667,Nvidia,governance_and_corporate_structure,vector,Which independent registered public accounting firm audited NVIDIAs consolidated financial statements for fiscal year 2026?,This information was not found in the retrieved sections.,1,Answer not found in context,False,1.0,0.6645,5,6.5451,0.0,0.7364,7.2815
667,Nvidia,governance_and_corporate_structure,vectorless,Which independent registered public accounting firm audited NVIDIAs consolidated financial statements for fiscal year 2026?,The independent registered public accounting firm that audited NVIDIA's consolidated financial statements for fiscal year 2026 is **PricewaterhouseCoopers LLP**. This information refers to NVIDIA.,5,Exact match from NVIDIA's 10-K.,True,0.2,0.8329,1,0.4533,5.7498,1.2591,7.4622
667,Nvidia,governance_and_corporate_structure,hybrid,Which independent registered public accounting firm audited NVIDIAs consolidated financial statements for fiscal year 2026?,This information was not found in the retrieved sections.,1,Answer is incorrect; context mentions Ernst & Young LLP for NVIDIA.,False,0.8,0.6923,4,4.6272,3.8601,0.6221,5.2493
668,Nvidia,governance_and_corporate_structure,vector,"Who reports to the Senior Vice President of Software Engineering and oversees the identification, assessment, and management of material cybersecurity risks?","For **NVIDIA**, the Chief Security Officer reports to the Senior Vice President of Software Engineering and oversees the identification, assessment, and management of material cybersecurity risks.",5,Exact match with Source 1.,True,0.4,0.8558,2,4.3796,0.0,1.2497,5.6293
668,Nvidia,governance_and_corporate_structure,vectorless,"Who reports to the Senior Vice President of Software Engineering and oversees the identification, assessment, and management of material cybersecurity risks?","For **NVIDIA**, the Chief Security Officer reports to the Senior Vice President of Software Engineering and oversees the identification, assessment, and management of material cybersecurity risks.",5,Exact match with NVIDIA context.,True,0.2,0.7228,1,0.4999,5.386,0.8483,6.7342
668,Nvidia,governance_and_corporate_structure,hybrid,"Who reports to the Senior Vice President of Software Engineering and oversees the identification, assessment, and management of material cybersecurity risks?","For NVIDIA, the Chief Security Officer reports to the Senior Vice President of Software Engineering and oversees the identification, assessment, and management of material cybersecurity risks.",5,Exact match with Source 1 context.,True,0.4,0.8358,2,6.3808,5.5908,0.8487,7.2295
669,Nvidia,governance_and_corporate_structure,vector,What committee of the Board of Directors reviews the adequacy and effectiveness of the Companys information security policies?,"For **NVIDIA**, the **Audit Committee of the Board** reviews the adequacy and effectiveness of the Company’s information security policies and practices.",5,Exact match from NVIDIA's 10-K context.,True,0.2,0.7221,1,4.4734,0.0,0.8408,5.3142
669,Nvidia,governance_and_corporate_structure,vectorless,What committee of the Board of Directors reviews the adequacy and effectiveness of the Companys information security policies?,"For **NVIDIA**, the **Audit Committee of the Board** reviews the adequacy and effectiveness of the Company’s information security policies and practices. This information was not found in the retrieved sections for Amazon, Coca-Cola, or Netflix.",5,Exact match from NVIDIA context.,True,0.2,0.7594,1,0.4809,3.931,0.8833,5.2952
669,Nvidia,governance_and_corporate_structure,hybrid,What committee of the Board of Directors reviews the adequacy and effectiveness of the Companys information security policies?,"For **NVIDIA**, the **Audit Committee of the Board** reviews the adequacy and effectiveness of the Company’s information security policies and practices and the internal controls regarding information security risks.",5,Exact match from NVIDIA's 10-K context.,True,0.2,0.7368,1,4.6889,3.8769,0.9372,5.6261
670,Nvidia,governance_and_corporate_structure,vector,Which executive officer joined NVIDIA in 2007 as Senior Vice President of Operations and became Executive Vice President of Operations in 2009?,The executive officer who joined NVIDIA in 2007 as Senior Vice President of Operations and became Executive Vice President of Operations in 2009 is **Debora Shoquist**. This information refers to NVIDIA.,5,Exact match with Source 1 context.,True,1.0,0.367,5,3.6501,0.0,1.4536,5.1037
670,Nvidia,governance_and_corporate_structure,vectorless,Which executive officer joined NVIDIA in 2007 as Senior Vice President of Operations and became Executive Vice President of Operations in 2009?,The executive officer is **Debora Shoquist** of NVIDIA. She joined NVIDIA in 2007 as Senior Vice President of Operations and became Executive Vice President of Operations in 2009.,5,Exact match with Source 1.,True,1.0,0.3511,5,0.0401,5.4679,0.8173,6.3253
670,Nvidia,governance_and_corporate_structure,hybrid,Which executive officer joined NVIDIA in 2007 as Senior Vice President of Operations and became Executive Vice President of Operations in 2009?,The executive officer is **Debora Shoquist** of NVIDIA. She joined NVIDIA in 2007 as Senior Vice President of Operations and became Executive Vice President of Operations in 2009.,5,Exact match with Source 1 context.,True,1.0,0.362,5,6.3133,5.6833,0.868,7.1813
671,Nvidia,numerical_retrieval,vector,"What was the total assets balance of NVIDIA as of January 25, 2026?","This information was not found in the retrieved sections. The provided context for NVIDIA only includes specific current assets (cash and cash equivalents, marketable securities) but does not state the total assets balance as of January 25, 2026.",3,"Partial data, total assets missing",True,1.0,0.2583,5,6.3447,0.0,1.6128,7.9575
671,Nvidia,numerical_retrieval,vectorless,"What was the total assets balance of NVIDIA as of January 25, 2026?",This information was not found in the retrieved sections.,5,Information not present in provided context.,True,1.0,0.5868,5,0.0379,6.6376,2.4818,9.1573
671,Nvidia,numerical_retrieval,hybrid,"What was the total assets balance of NVIDIA as of January 25, 2026?","This information was not found in the retrieved sections. The provided context for NVIDIA includes details on cash, marketable securities, inventories, and goodwill, but not the total assets balance as of January 25, 2026.",3,Total assets not explicitly stated but partial data provided,True,1.0,0.6661,5,6.6076,6.0789,1.8848,8.4924
672,Nvidia,numerical_retrieval,vector,"What was the total liabilities balance of NVIDIA as of January 25, 2026?","This information was not found in the retrieved sections. The provided context for NVIDIA does not include the total liabilities balance as of January 25, 2026.",5,Information not present in provided context.,True,1.0,0.1712,5,7.3015,0.0,0.9051,8.2066
672,Nvidia,numerical_retrieval,vectorless,"What was the total liabilities balance of NVIDIA as of January 25, 2026?","This information was not found in the retrieved sections. The context for NVIDIA does not explicitly state the total liabilities balance as of January 25, 2026.",5,Information not explicitly stated in context,True,1.0,0.7765,5,0.0381,6.534,1.181,7.7531
672,Nvidia,numerical_retrieval,hybrid,"What was the total liabilities balance of NVIDIA as of January 25, 2026?","This information was not found in the retrieved sections. The provided context for NVIDIA does not include the total liabilities balance as of January 25, 2026.",5,Context lacks total liabilities data,True,1.0,0.5864,5,6.8407,6.3101,0.9848,7.8255
673,Nvidia,numerical_retrieval,vector,"How much was the total shareholders equity as of January 25, 2026?","This information was not found in the retrieved sections. The provided context for NVIDIA does not include details about total shareholders' equity as of January 25, 2026.",5,Information not found in provided context,True,1.0,0.804,5,7.0553,0.0,1.0119,8.0672
673,Nvidia,numerical_retrieval,vectorless,"How much was the total shareholders equity as of January 25, 2026?","This information was not found in the retrieved sections. The context only provides NVIDIA's publicly-held equity securities sensitivity and goodwill amounts, not total shareholders' equity for January 25, 2026.",5,Information not found in provided context,True,0.6,0.338,3,0.4401,6.4805,1.1095,8.0301
673,Nvidia,numerical_retrieval,hybrid,"How much was the total shareholders equity as of January 25, 2026?","This information was not found in the retrieved sections. The provided context for NVIDIA does not include details on total shareholders' equity as of January 25, 2026.",5,Information not found in provided context.,True,1.0,0.804,5,8.3732,7.1818,0.9082,9.2814
674,Nvidia,numerical_retrieval,vector,"What was the carrying amount of goodwill as of January 25, 2026?","The carrying amount of goodwill for NVIDIA as of January 25, 2026, was $20.8 billion. This amount was allocated to the Compute & Networking and Graphics reporting units as $20.5 billion and $370 million, respectively.",5,Exact match with source context.,True,0.8,0.7816,4,7.8043,0.0,1.0127,8.817
674,Nvidia,numerical_retrieval,vectorless,"What was the carrying amount of goodwill as of January 25, 2026?","The carrying amount of goodwill for NVIDIA as of January 25, 2026, was $20.8 billion. This amount was allocated to the Compute & Networking and Graphics reporting units as $20.5 billion and $370 million, respectively.",5,Exact match with source 1.,True,0.4,0.3185,2,0.4405,4.6266,1.2773,6.3444
674,Nvidia,numerical_retrieval,hybrid,"What was the carrying amount of goodwill as of January 25, 2026?","The carrying amount of goodwill for NVIDIA as of January 25, 2026, was **$20.8 billion**, allocated as $20.5 billion to Compute & Networking and $370 million to Graphics reporting units.",5,Exact match with source context.,True,1.0,0.6908,5,8.0654,7.317,4.1193,12.1847
675,Nvidia,numerical_retrieval,vector,What was the total cost of revenue for fiscal year 2026?,"For NVIDIA, the total cost of revenue for fiscal year 2026 was **$261 million**, as stated in the table on Page 61.",1,No supporting evidence for $261 million,False,1.0,0.8885,5,6.7361,0.0,1.3119,8.048
675,Nvidia,numerical_retrieval,vectorless,What was the total cost of revenue for fiscal year 2026?,"The total cost of revenue for fiscal year 2026 was **$87,831 million** for Microsoft. This information was not found in the retrieved sections for NVIDIA.",1,Wrong company and unsupported,False,0.8,0.6456,4,0.4394,6.3494,0.9371,7.7259
675,Nvidia,numerical_retrieval,hybrid,What was the total cost of revenue for fiscal year 2026?,"For NVIDIA, the total cost of revenue for the fiscal year ended January 25, 2026, was **$261 million**, as stated in Source 3.",5,Exact figure from Source 3.,True,1.0,0.7969,5,6.7981,6.0506,1.7978,8.5959
676,Nvidia,numerical_retrieval,vector,"How much was recorded for sales, general and administrative expenses in fiscal year 2026?","For **NVIDIA**, the sales, general and administrative expenses in fiscal year 2026 were **$4,579 million**.

This information was not found in the retrieved sections for **Coca-Cola**.",1,No supporting context for SG&A expenses,False,0.6,0.6716,3,5.6521,0.0,1.4556,7.1077
676,Nvidia,numerical_retrieval,vectorless,"How much was recorded for sales, general and administrative expenses in fiscal year 2026?","For NVIDIA, the sales, general and administrative expenses recorded in the fiscal year ended January 25, 2026, were **$4,579 million**. This information was not found for Microsoft in the retrieved sections.",5,Exact figure from NVIDIA's 10-K.,True,0.6,0.5394,3,0.4955,6.4857,1.6062,8.5874
676,Nvidia,numerical_retrieval,hybrid,"How much was recorded for sales, general and administrative expenses in fiscal year 2026?","For NVIDIA, the sales, general and administrative expenses in fiscal year 2026 were **$4,579 million**.

This information was not found in the retrieved sections for Coca-Cola or Microsoft.",1,No supporting context for SG&A expenses,False,0.6,0.7016,3,7.2307,6.4909,1.952,9.1827
677,Nvidia,numerical_retrieval,vector,"What was the net carrying amount of property and equipment as of January 25, 2026?","This information was not found in the retrieved sections. The context provided does not explicitly state the net carrying amount of property and equipment for NVIDIA as of January 25, 2026.",5,Context lacks the requested data.,True,1.0,0.7591,5,7.6295,0.0,0.8634,8.4929
